,CollegeName,TotalRegistrations,State
1274,MASTERJI DEGREE COLLEGE,1,Telangana
1275,MASTERS GRADUATE,1,Telangana
1277,MATURI VENKATA SUBBA RAO,1,Telangana
1278,MATURI VENKATA SUBBARAO ENGINEERING COLLEGE,1,Telangana
1281,MDRK - MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,1,Telangana
1282,MALLAREDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1284,HOLY MARRY INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1285,HOLYMARY DEGREE COLLEGE,1,Telangana
1288,HYDERABAD SCHOOL OF BUSINESS [OSMANIA UNIVERSITY],1,Telangana
1296,MESCO INSTITUTE OF MANAGEMENT AND COMPUTER SCIENCE,1,Telangana
1301,MINDLER,1,Telangana
1309,MLID- MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),1,Telangana
1310,MLR INSTITUTE OF TECHNOLOGY,1,Telangana
1311,MLR- MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),1,Telangana
1312,MDRK - MADHIRA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Telangana
1314,HITAM,1,Telangana
1322,MLTM - MALLA REDDY NSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1330,MOTHER THERESA ENGINEERING COLLEGE,1,Telangana
1331,MOTHER THERESSA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1333,MOTIONCUT,1,Telangana
1336,MRECW-MALLA REDDY ENGINEERING COLLEGE FOR WOMEN (AUTONOMOUS),1,Telangana
1337,MRIET(MALLLAREDDY INSTITUTE OF ENGINEERING AND TECHNOLOGY),1,Telangana
1338,MRITS - MALLAREDDY INST OF TECHNOLOGY AND SCIENCE,1,Telangana
1339,MLRITM,1,Telangana
1344,H MEDIA NETWORKS INDIA PVT LTD,1,Telangana
1355,MVRS ENGINEERING COLLEGE OF SCIENCE AND TECHNOLOGY,1,Telangana
1356,MRU-MALLA REDDY UNIVERSITY,1,Telangana
1359,MUFFAKHAM JAH COLLEGE OF ENGINEERING,1,Telangana
1364,GPT WARANGAL,1,Telangana
1371,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS,1,Telangana
1375,GOVERNMENT DEGREE COLLEGE FOR WOMEN BEGUMPET,1,Telangana
1382,MVSR ENGINEERING COLLEGE,1,Telangana
1383,MYBIZZERP,1,Telangana
1400,NADIMPALLY SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,1,Telangana
1401,NAGA IT SOLUTIONS LTD,1,Telangana
1408,NALLA MALLA REDDY ENGINEERING COLLEGE,1,Telangana
1409,NALLA NARSHIMHA REDDY GROUP OF INSTITUTIONS,1,Telangana
1410,NALLA REDDY ENGINEERING COLLEGE,1,Telangana
1416,GOVERNMENT WOMEN'S DEGREE COLLEGE BEGUMPET,1,Telangana
1418,"GOVT POLYTECHNIC COLLEGE, MASAB TANK",1,Telangana
1419,"GOVT. CITY COLLEGE (A), HYDERABAD",1,Telangana
1420,GOWRA AEROSPACE TECHNOLOGIES PRIVATE LIMITED,1,Telangana
1422,NARASHIMA REDDY ENGINEERING COLLEGE,1,Telangana
1423,NARASIMHA REDDY ENGENEERING COLLEGE,1,Telangana
1424,NARASIMHA REDDY ENGINEERING COLLEGE - A C E ENGINEERING COLLEGE (AUTONOMOUS),1,Telangana
1425,NARASIMHA REDDY ENGINEERING COLLEGES,1,Telangana
1426,NARASIMHA REDDY ENGINERING COLLEGE,1,Telangana
1427,NARASIMHAREDDY ENGENEERING COLLEGE,1,Telangana
1428,NAZAR SHAH ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1432,NBM LAW COLLEGE,1,Telangana
1441,"GOVERNMENT DEGREE COLLEGE OF WOMEN'S, BEGUMPET",1,Telangana
1443,GOVERNMENT JUNIOR COLLEGE,1,Telangana
1444,GNITC- GURU NANAK TECHNICAL CAMPUS,1,Telangana
1446,GO IT BUILDERS,1,Telangana
1449,GOKARAJU RANGARAJU INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1450,GOLLA SAI KUMAR,1,Telangana
1452,GOVERNMENT DEGREE COLLEGE FOR WOMEN,1,Telangana
1455,"NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL, NITW",1,Telangana
1469,NIMMA SECURITY PRIVATE LIMITED,1,Telangana
1470,NIMRA ENGINEERING AND TECHNOLOGY,1,Telangana
1471,NISHITHA DEGREE & PG COLLEGE,1,Telangana
1472,NISHITHA DEGREE AND PG COLLEGE,1,Telangana
1473,"NISHITHA DEGREE AND PG COLLEGE, NIZAMABAD",1,Telangana
1484,NIT - Warangal,1,Telangana
1499,NITHIN KUMAR KODIPYAKA,1,Telangana
1501,"NIZAM COLLEGE AUTONOMOUS, BASHEER BAGH, HYDERABAD, TELANGANA 500001",1,Telangana
1502,NIZAM COLLEGE BASHEERBAGH HYDERABAD,1,Telangana
1503,"NIZAM COLLEGE, OSMANIA UNIVERSITY",1,Telangana
1507,NISHITHA DEGREE COLLEGE(AUTONOMOUS),1,Telangana
1510,OMEGA BUSINESS SCHOOL,1,Telangana
1519,NSAKCET,1,Telangana
1533,NXT WAVE,1,Telangana
1534,NXTWAVE INSTITUTE OF ADVANCED TECHNOLOGIES,1,Telangana
1535,Narasimha Reddy Engineering,1,Telangana
1536,Nishitha Degree College,1,Telangana
1537,Nishitha degree and pg college,1,Telangana
1538,Nishitha pg college,1,Telangana
1549,OSMANI UNIVERSITY PG COLLEGE,1,Telangana
1551,OSMANIA UNIVERSE,1,Telangana
1552,OSOS PVT LTD,1,Telangana
1554,OU UNIVERSITY,1,Telangana
1560,OZONETEL COMMUNICATION PVT. LTD.,1,Telangana
1561,Omega,1,Telangana
1562,Osmina university,1,Telangana
1568,PADMASRI B.V.RAJU INSTITUTE OF TECHNOLOGY,1,Telangana
1573,G NARAYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1574,G NARAYANANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Telangana
1577,G. NARAYANAMMA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
1580,G.NARAYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1587,PERSPECTAI,1,Telangana
1588,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,1,Telangana
1589,PROFESSOR JAYASHANKHAR TELANGANA STATE AGRICULTURAL UNIVERSITY,1,Telangana
1596,POWERTEL SOLUTIONS,1,Telangana
1597,PRAGATHI,1,Telangana
1598,PRAGNYA DEGREE COLLEGE,1,Telangana
1608,Q2 SOFTWARE,1,Telangana
1615,PRINCETON PG COLLEGE OF MANAGEMENT & IT,1,Telangana
1618,PRIYADARSHINI DEGREE COLLEGE,1,Telangana
1619,PRODIGY SYSTEMS AND SERVICE PRIVATE LIMITED,1,Telangana
1621,ERICSSON,1,Telangana
1623,"EX AMAZON, WIPRO, HSBC",1,Telangana
1631,"FLORIDA ATLANTIC UNIVERSITY, GURU NANAK INSTITUTIONS TECHNICAL CAMPUS",1,Telangana
1637,RAGIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES BASAR,1,Telangana
1677,RAJA BAHADUR VENKATA RAMA REDDY INSTITUTE OF TECHNOLOGY,1,Telangana
1691,ELLANKI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1709,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES(BASAR),1,Telangana
1710,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES, BASR",1,Telangana
1711,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES, IIIT BASAR",1,Telangana
1724,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY BASAR,1,Telangana
1727,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY,BASAR",1,Telangana
1728,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOOGIES, BASAR",1,Telangana
1731,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES ,BASAR",1,Telangana
1734,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGY,BASAR",1,Telangana
1735,RAJIV GANDHI UNIVERSITY OF KNOWLEGE TECHNOLOGIES BASAR,1,Telangana
1742,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR.",1,Telangana
1743,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASARA, NIRMAL",1,Telangana
1744,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, IIIT BASAR",1,Telangana
1748,RAMAKRISHNA DEGREE AND PG COLLEGE,1,Telangana
1749,RAO'S COLLEGE,1,Telangana
1750,RAVI KISHORE VUJJENI,1,Telangana
1757,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,IIIT BASAR",1,Telangana
1761,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES- BASAR,1,Telangana
1763,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGY BASAR,1,Telangana
1786,REALPAGE,1,Telangana
1787,REKHA SAKIPALLI,1,Telangana
1788,RESEARCH SCHOLAR OU,1,Telangana
1802,DECCAN FINE CHEMICALS,1,Telangana
1811,RGUKT BASAR -IIIT,1,Telangana
1819,"RGUKT,BASAR",1,Telangana
1821,RGUKT- RAJIV GANDHI UNIVERSITY KNOWLEDGE TECHNOLOGIES - BASAR,1,Telangana
1822,RGUKT-B,1,Telangana
1833,RGUKT-BASARA,1,Telangana
1837,RISHI MS INSTITUTE OF ENGEENERING AND TECHNOLOGY FOR WOMEN,1,Telangana
1838,RISHI MS INSTITUTE OF TECHNOLOGY AND ENGINEERING COLLEGE,1,Telangana
1839,RISHI MS INSTITUTE OF TECHNOLOGY FOR WOMEN,1,Telangana
1841,RISHI UBR COLLEGE FOR WOMENS,1,Telangana
1843,RISHI UBR WOMEN'S CLG,1,Telangana
1849,DIGITALOPS,1,Telangana
1853,RISHI UBR WOMEN'S DEGREE COLLEGE,1,Telangana
1854,RISHI UBR WOMENS' COLLEGE,1,Telangana
1855,RISHI UBR women's college,1,Telangana
1858,RITW - RISHI MS INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1,Telangana
1859,RITW - RISHI UBR WOMEN'S COLLEGE,1,Telangana
1860,Rishi UBR women's College,1,Telangana
1861,Rishi Ubr Women College,1,Telangana
1862,Rishi Ubr Women'S Degree College,1,Telangana
1863,ROHITH VELTURI,1,Telangana
1883,DB4CLOUD TECHNOLOGY PVT LTD,1,Telangana
1887,Rishi M.S Institute of Engineering and Technology for Women,1,Telangana
1888,Rishi M.S institute of engineering and technology for women,1,Telangana
1889,Rishi M.S.institute of Engineering and technology For women,1,Telangana
1890,Rishi UBR Women's college,1,Telangana
1897,SACET STUDENT,1,Telangana
1898,Rishi Ubr Womens degree college,1,Telangana
1899,Rishi ubr women college,1,Telangana
1901,Rishi ubr women's clg,1,Telangana
1905,Rishi women’s,1,Telangana
1914,SAI SPURTHI INSTITUTE OF TECHNOLOGY,1,Telangana
1916,Rishiurwomensdegreecollege,1,Telangana
1922,S R UNIVERSITY,1,Telangana
1924,CR RAO ADVANCED INSTITUTE OF MATHEMATICS AND STATISTICS,1,Telangana
1925,CREATIVE MULTIMEDIA COLLEGE OF FINE ARTS,1,Telangana
1927,CRRAO INSTITUTE,1,Telangana
1934,CMR ENGNEERING COLLEGE,1,Telangana
1940,SAI SUDHIR DEGREE PG CLG,1,Telangana
1944,SAMHITHA DEGREE COLLEGE,1,Telangana
1946,SAMSKRUTHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1949,SANJEEV DEGREE COLLEGE,1,Telangana
1956,COGNITIVEBOTICS,1,Telangana
1962,SAROJINI NAIDU VANITA MAHA VIDYALAYA,1,Telangana
1970,SATAVHANA,1,Telangana
1971,SATHAVAHANA UNIVERSITY ALPHORSE WOMEN’S DEGREE AND PG COLLAGE,1,Telangana
1978,CME COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1980,SATYA DEGREE & PG COLLEGE,1,Telangana
1986,CMR TECHNICAL CAMPUS,1,Telangana
1987,COGNICO,1,Telangana
1993,"SCHOOL OF COMPUTER & INFORMATION SCIENCES, UNIVERSITY OF HYDERABAD.",1,Telangana
1998,SEARS,1,Telangana
2011,CHATRAPATHI INSTITUTE OF TECHNOLOGY AND ENGINEERING,1,Telangana
2032,SIDDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
2033,SHADAN WOMEN'S COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2039,SIDDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Telangana
2044,SILVER OAKS INTERNATIONAL SCHOOL,1,Telangana
2058,BYTE QODE DIGITALS PVT LTD,1,Telangana
2065,SIRCRREDDY COLLEGE OF ENGINEERING,1,Telangana
2067,SIVA SIVANI INSTITUTE OF MANAGEMENT,1,Telangana
2070,SNIS - SREENIDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
2071,SNIST - SREENIDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
2072,SNIST- SREENIDHI INSTITUTE OF SCIENCE AND TEXHNOLOGY,1,Telangana
2075,SOCIAL PRACHER,1,Telangana
2082,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2090,SREENIDHI UNIVERSITY,1,Telangana
2093,SP COLLEGE PADMARAONAGAR,1,Telangana
2094,SR COLLAGE,1,Telangana
2096,SR GEC,1,Telangana
2097,SR&BGNR COLLEGE,1,Telangana
2098,SR&BGNR COLLEGE KHAMMAM,1,Telangana
2099,SR.ENGINEERING COLLEGE,1,Telangana
2101,Bcom computers final year osmania university,1,Telangana
2102,C R RAO AIMSCS,1,Telangana
2103,C.R RAO AIMSCS,1,Telangana
2112,SREE RAMACHANDRA DEGREE AND PG COLLEGE,1,Telangana
2118,SRGEC,1,Telangana
2122,SRI CHAITANYA INSTITUTE OF TECHNOLOGY SCIENCES,1,Telangana
2126,SRI INDU COLLEGE OF ENGINNERING AND TECHNOLOGY,1,Telangana
2127,SRI INDU ENGINEERING AND TECHNOLOGY,1,Telangana
2128,SRI INDUU INSTITUTE OF ENGINEERING & TECHNOLOGY,1,Telangana
2131,SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,1,Telangana
2142,SRI SAI ADITYA DEGREE COLLEGE,1,Telangana
2148,BV RAJU INSTITUTE OF TECHNOLOGY,1,Telangana
2152,BVCE,1,Telangana
2154,BVRIT,1,Telangana
2155,BVRIT HYDERABAD ENGINEERING FOR WOMEN,1,Telangana
2217,SRU UNVERISY,1,Telangana
2218,SS&C,1,Telangana
2230,"BITS PILANI, HYDERABAD CAMPUS",1,Telangana
2231,BIZGAZE LIMITED,1,Telangana
2234,BMR DEGREE COLLEGE GAJWEL,1,Telangana
2239,BHARGAVI DADITHOTHA,1,Telangana
2244,ST MARY’S ENGINEERING COLLAGE,1,Telangana
2245,ST PAUL'S DEGREE CLG,1,Telangana
2247,ST .MARY'S ENGINNERING COLLEGE,1,Telangana
2249,ST ANN'S ENGINEERING COLLEGE,1,Telangana
2251,ST ANNS COLLEGE FOR WOMEN,1,Telangana
2254,ST FRANCIS COLLEGE FOR WOMEN,1,Telangana
2261,ST. MARY'S CENTENARY DEGREE COLLEGE,1,Telangana
2262,ST. MARY'S CENTENERY DEGREE COLLEGE,1,Telangana
2263,ST. MARY'S GROUP OF INSTITUTION HYDERABAD,1,Telangana
2265,ST JOSEPH'S DEGREE AND PG COLLEGE,1,Telangana
2268,ST MARTINS ENGINEERING COLLEGE,1,Telangana
2269,ST MARY ENGINEERING COLLEGE,1,Telangana
2271,ST MARY'S ENGINEERING COLLEGE DESMUKI HYDERABAD,1,Telangana
2274,ST MARY'S GROUP OF INSTITUTIONS HYDERABAD,1,Telangana
2275,ST MARY'S INTEGRATED CAMPUS,1,Telangana
2276,BHAVANS VIVEKANANDA DEGREE COLLEGE,1,Telangana
2288,ST PETER'S ENGINEERING COLLEGE HYDERABAD,1,Telangana
2289,"ST VINCENT PG COLLEGE, OSMANIA UNIVERSITY",1,Telangana
2291,ST. JOSEPHS DEGREE & PG COLLEGE,1,Telangana
2293,STIDEVI WOMEN’S ENGINEERING COLLEGE,1,Telangana
2297,ST. PAULS DEGREE & PG COLLEGE,1,Telangana
2299,ST.ANN'S COLLEGE FOR WOMEN,1,Telangana
2300,ST.ANNS COLLEGE FOR WOMENS,1,Telangana
2301,ST.FRANCIS DEGREE COLLEGE,1,Telangana
2304,ST.MARRYS ENGINEERING COLLEGE,1,Telangana
2306,BHAVAN'S VIVEKANANDA COLLEGE,1,Telangana
2307,BHAVANS VIVEKANANDA COLLEGE,1,Telangana
2309,BBCIT - BANKATLAL BADRUKA COLLEGE FOR INFORMATION TECHNOLOGY,1,Telangana
2320,ST.MARY'S CENTENARY DEGREE COLLEGE,1,Telangana
2321,ST.MARY'S ENGEENERING COLLEGE,1,Telangana
2322,ST.MARY'S INTEGRATED CAMPUS HYDERABAD,1,Telangana
2324,SWARANDHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2326,SWARNA BHARITHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
2329,SUVEGA TECHNOLOGIES PVT LTD,1,Telangana
2338,SVR COLLEGE OF MANAGEMENT STUDIES,1,Telangana
2339,ST.MARY ENGINEERING COLLEGE,1,Telangana
2340,BADDAM BALREDDY BUSINESS SCHOOL,1,Telangana
2347,BANKATLAL BADRUKA COLLEGE FOR INFORMATION AND TECHNOLOGY,1,Telangana
2349,BASAR IIIT,1,Telangana
2353,SWAMI VIVEKANANDA INSTITUTE OF TECHNOLOGY,1,Telangana
2354,SWAMI VIVEKANANDA INSTITUTE OF TECHNOLOGY SECUNDERABAD,1,Telangana
2357,TALLA PADMAVATHI COLLEGE OF ENGINEERING,1,Telangana
2358,TARA GOVERNMENT DEGREE COLLEGE,1,Telangana
2359,SWET - SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY,1,Telangana
2363,Serole technologies,1,Telangana
2366,Singareni collieries polytechnic,1,Telangana
2367,Spectrum institute of management and computer science,1,Telangana
2370,St Mary Degree College,1,Telangana
2376,St Mary's Engineering college,1,Telangana
2377,St Mary's centenary Degree college,1,Telangana
2378,St Mary's centenary degree College,1,Telangana
2379,St Paul's degree & pg College,1,Telangana
2380,St Paul's degree and pg college,1,Telangana
2381,St Paul's degree college,1,Telangana
2383,St. Joseph’s degree college,1,Telangana
2384,St. Mary's Centenary Degree College,1,Telangana
2388,AVN ENGINEERING INSTITUTE OF TECHNOLOGY,1,Telangana
2389,AVNIET,1,Telangana
2390,AZAD - AZAD COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2392,Algoleap Technologies Pvt Ltd,1,Telangana
2395,B V C ENGINEERING COLLEGE,1,Telangana
2397,"AURORA PG COLLEGE,RAMANTHAPUR",1,Telangana
2398,TECH OPTIMA PRIVATE LIMITED,1,Telangana
2402,TEKEDGE SOLUTIONS,1,Telangana
2403,TELANGANA MAHILA UNIVERSITY,1,Telangana
2404,TRR COLLEGE OF TECHNOLOGY POLYTECHNIC,1,Telangana
2405,TSWRDC MAHENDRAHILLS AFFILIATED WITH OSMANIA UNIVERSITY,1,Telangana
2406,TSWRDC W KARIMNAGAR,1,Telangana
2409,TGRS JC BOYS TOOPRAN,1,Telangana
2410,THARKA DIGITAL PVT LTD,1,Telangana
2414,THEEGALA KRISHNA REDDY ENGINEERING COLLEGE,1,Telangana
2421,UGC autonomous affiliated with JNTUH,1,Telangana
2431,TKR COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2435,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY PEDDAPALLI,1,Telangana
2436,AURORA'S TECHNOLOGICAL AND RESEARCH INSTITUTE,1,Telangana
2437,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,1,Telangana
2438,AV COLLEGE,1,Telangana
2440,AVANTHI DEGREE COLLEGE,1,Telangana
2442,AVANTHI'S RESEARCH AND TECHNOLOGICAL ACADEMY,1,Telangana
2443,AVANTI PG COLLEGE,1,Telangana
2445,Tala Padmavathi college of engineering (Autonomous ),1,Telangana
2447,Terralogic software solutions Pvt Ltd,1,Telangana
2448,Tesco,1,Telangana
2449,Thalla Padmavathi,1,Telangana
2454,"UNIVERSITY COLLEGE OF ENGINEERING ,OSMAINA UNIVERSITY",1,Telangana
2456,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN(KAKATIYA UNIVERSITY),1,Telangana
2458,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATAMA GANDHI UNIVERSITY NALGONDA,1,Telangana
2459,"UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATMA GANDHI UNIVERSITY, NALGONDA",1,Telangana
2463,UNIVERSITY COLLEGE OF ENGINEERING OSMANIA,1,Telangana
2464,TYNYBAY PRIVATE LIMITED,1,Telangana
2466,AURORA'S DEGREE& PG COLLEGE,1,Telangana
2467,AURORA'S PG COLLEGE,1,Telangana
2474,"UNIVERSITY COLLEGE OF MANAGEMENT HYDERABAD, JNTUH",1,Telangana
2475,UNIVERSITY COLLEGE OF SCIENCE SAIFABAD,1,Telangana
2476,UNIVERSITY COLLEGE OF SCIENCE SAIFABAD (OU),1,Telangana
2477,"UNIVERSITY COLLEGE OF SCIENCE, SAIFABAD",1,Telangana
2488,AURORA HIGHER EDUCATION AND RESEARCH ACADEMY,1,Telangana
2489,AURORA PG COLLEGE,1,Telangana
2490,AURORA PG COLLEGE RAMANTHAPUR,1,Telangana
2491,"AURORA PG COLLEGE, RAMANTHAPUR",1,Telangana
2500,VAAGDEVI COLLEGE OF ENGINEERING,1,Telangana
2501,VAAGDEVI DEGREE AND PG COLLEGE HANUMAKONDA,1,Telangana
2502,VAAGDEVI ENGENEERING COLLEGE,1,Telangana
2520,USMANIA UNIVERSITY,1,Telangana
2531,VAADGAVI ENGENEERING COLLEGE,1,Telangana
2544,VAAGDEVIENGEERINGCOLLEGE,1,Telangana
2545,VAGDEVI DEGREE COLLEGE,1,Telangana
2546,VARAPRASAD REDDY INSISTUTE OF TECNOLOGY,1,Telangana
2547,VARDHMAAN COLLEGE OF ENGINEERING,1,Telangana
2558,VASUNDARA DEGREE COLLEGE,1,Telangana
2559,VBEC - VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2560,VBIT - VIGNANA BHARATHI ENGINEERING COLLEGE,1,Telangana
2570,ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD,1,Telangana
2571,ANURAG UNIVERSITY,1,Telangana
2597,"ANDHRA MAHILA SABHA ARTS AND SCIENCE COLLEGE, OSMANIA UNIVERSITY",1,Telangana
2612,VIDHYA JYOTI INSTITUTE OF TECHNOLOGY,1,Telangana
2613,VIDYA JYOTI INSTITUTE OF TECHNOLOGY,1,Telangana
2616,VIGANA BHARATHI INSTITUTION OF TECHNOLOGY,1,Telangana
2617,VIGANA BHARTI INSTITUTE OF TECHNOLOGY,1,Telangana
2643,VIDHYA JYOTHI INSTITUTE OF TECHNOLOGY (COLLEGE),1,Telangana
2645,VIGANAN BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2648,VIGNAN BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2649,VIGNAN BHARTHI INSTITUTE OF TECHNOLOGY,1,Telangana
2650,VIGNAN BHARTHRI ENGINEERING COLLEGE,1,Telangana
2651,VIGNAN BHARTI INSTITUTE OF TECHNOLOGY,1,Telangana
2653,VIGNAN COLLEGE OF TECHNOLOGY AND SCIENCE,1,Telangana
2658,VIGNAN INSTITUTE OF ENGINEERING AND TECHNOLOGY COLLEGE DHESHMUK,1,Telangana
2666,VIGNAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1,Telangana
2667,VIGNAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN KONDAPUR,1,Telangana
2668,VIGNAN INSTITUTE OF TECHNOLOGY,1,Telangana
2669,VIGNAN INSTITUTES OF TECHNOLOGY AND SCIENCE,1,Telangana
2672,VIGNAN JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2694,VIGYAN BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2697,"VIJAYA ENGINEERING COLLEGE, KHAMMAM",1,Telangana
2698,VIGNANA BARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2699,VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY AUSHAPUR,1,Telangana
2700,VIGNANA BHARATHI INSTITUTE OF TECNOLOGY,1,Telangana
2701,VIGNANA BHARATHI INSTUTE OF TECHNOLOGY,1,Telangana
2702,VIGNANA INSTITUTE OF INFORMATION TECHNOLOGY,1,Telangana
2703,VIGNANA JYOTHI INSTITUTE OF MANAGEMENT,1,Telangana
2704,VIGNANA JYOTHI INSTUTITE OF ARTS AND SCIENCE,1,Telangana
2705,VIGNANABHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2710,ALPHORES DEGREE COLLEGE,1,Telangana
2711,ALPHORES WOMAN AND PG COLLEGE KARIMNAGAR,1,Telangana
2712,ALPHORES WOMEN'S DEGREE &PG COLLEGE,1,Telangana
2713,ALPHORES WOMEN'S DEGREE &PG COLLEGE KARIMNAGAR,1,Telangana
2714,ALPHORES WOMEN'S DEGREE COLLEGE,1,Telangana
2715,ALPHORES WOMENS,1,Telangana
2732,VISA - VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,1,Telangana
2739,VIGNANABHARATHI INSTITUTION OF TECHNOLOGY,1,Telangana
2760,AERONAUTICAL ENGINEERING COLLEGE,1,Telangana
2763,ACME COLLEGE OF ARTS & SCIENCES,1,Telangana
2765,VITS KARIMNAGAR,1,Telangana
2766,VIVIDMINDS,1,Telangana
2767,VJIY,1,Telangana
2769,VNR VIGNAN JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2770,VNR VIGNANA JYOTHI INSTITUE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2775,"VNR VIGNANA JYOTHI INSTITUTE OF ENGINEERING & TECHNOLOGY, TELANGANA",1,Telangana
2776,VNR VIGNANA JYOTI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2777,VNR VJET- VALLURIPALLI NAGESHWAR RAO VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,1,Telangana
2801,ACME DEGREE COLLEGE MALAKPET HYDERABAD,1,Telangana
2802,ACT FIBERNET,1,Telangana
2808,WOXSEN,1,Telangana
2810,Wesley Degree College For Wowen,1,Telangana
2811,Wesley degree and pg college for women,1,Telangana
2812,Wesley degree college,1,Telangana
2281,"BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCES, PILANI",1,Telangana
2348,BANKATLAL BADRUKA COLLEGE OF INFORMATION AND TECHNOLOGY,1,Telangana
2439,AV COLLEGE OF ARTS SCIENCE AND COMMERCE,1,Telangana
2441,AVANTHI INSTITUTE OF PHARMACEUTICAL SCIENCES,1,Telangana
2534,ARTIHCUS GLOBAL PVT,1,Telangana
2638,AMS ARTS AND SCIENCE COLLEGE FOR WOMEN,1,Telangana
2719,"AMBEDKAR COLLEGE OF MANAGEMENT, BAGH LIMGAMPALLI",1,Telangana
